"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"Zoltan Boros","1","NEUTRAL","","","","","","1","41067","","","","","","","","1","","","UNG_999t2t1","","","","","","Plant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","UNGORO","","","","MINION"
"Daren Bader","3","WARLOCK","","","","True","","3","39380","","","","","","From the secret research labs of the Swiss Army.","Unlocked in the Parlor, in One Night in Karazhan.","3","","Crafting unlocked in the Parlor, in One Night in Karazhan.","KAR_205","InvisibleDeathrattle","","","","","Silverware Golem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","RARE","","","","KARA","","","If you discard this minion, summon it.","MINION"
"Arthur Gimaldinov","4","NEUTRAL","","","","True","","7","41327","","","","","","Aspiring meteorologist!","","8","","","UNG_813","WINDFURY","","","","","Stormwatcher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","ELEMENTAL","COMMON","","","","UNGORO","","","<b>Windfury</b>","MINION"
"Eva Widermann","","NEUTRAL","","","","","","","40293","","","","","","","","","","","CFM_064e","","","","","","Size Increase","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","Increased stats.","ENCHANTMENT"
"","2","NEUTRAL","","","","","","4","42074","","","","","","","","3","","","TB_FW_ImbaTron","BATTLECRY","","DIVINE_SHIELD","TAUNT","","Annoy-o-p-Tron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","","","","","TB","","","<b>Battlecry:</b> Summon Annoy-o-Tron and Psych-o-Tron.","MINION"
"","","WARLOCK","","","","","","","2203","","","","","","","","","","","GVG_021e","","","","","","Grasp of Mal'Ganis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","GVG","","","Mal'Ganis is granting +2/+2.","ENCHANTMENT"
"Matt Dixon","2","NEUTRAL","","","","True","","3","2408","","","","","","This is who you go to when your Blackwing needs a tune up. Don't go to a cut rate Blackwing tune up shop!","Unlocked in Molten Core, in the Blackrock Mountain adventure.","4","","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.","BRM_033","BATTLECRY","","","","","Blackwing Technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","BRM","","","<b>Battlecry:</b> If you're holding a Dragon, gain +1/+1.","MINION"
"Alex Horley Orlandelli","","PALADIN","","","","","","","40632","","","","","","","","","","","CFM_305e","","","","","","Smuggling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","","","","","","GANGS","","","+1/+1 from Smuggler's Run.","ENCHANTMENT"
"","","NEUTRAL","","","","","","2","2482","","","BRMA14_3","","","","","","","","BRMA14_10H","","","","","","Activate!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nActivate a random Tron.","HERO_POWER"
"","","","","","","","","","","","","BRMA14_5H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA14_7H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","BRMA14_9H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","NEUTRAL","","","","","","2","39852","","","","","","","","","","","TB_LevelUp_001","","","","","","Level Up!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Level up all the spells in your hand and deck.","HERO_POWER"
"Alex Alexandrov","5","PRIEST","","","","True","","5","40929","","","","","","Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arakkoa has a golden frog in his hand!","","5","","","CFM_657","BATTLECRY","","","","","Kabal Songstealer","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","0","","","","","","","PRIEST","","COMMON","SILENCE","","","GANGS","","","[x]<b>Battlecry:</b> <b>Silence</b> a minion.","MINION"
"Slawomir Maniak","5","MAGE","","","","True","","5","38414","","","","","","Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.","","4","","","OG_087","BATTLECRY","","","","","Servant of Yogg-Saron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","RARE","","","","OG","","","<b>Battlecry:</b> Cast a random spell that costs (5) or less <i>(targets chosen randomly)</i>.","MINION"
"","","NEUTRAL","","","","","","2","1976","","","","","","","","","","","NAX13_03","","","","","","Supercharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","Give your minions +2 Health.","SPELL"
"Nutthapon Petthai","","NEUTRAL","","","","","","1","2152","","","","","","","","","","","PART_002","","","","","","Time Rewinder","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","","0","","NEUTRAL","","","","","","GVG","","","Return a friendly minion to your hand.","SPELL"
"Zoltan Boros","2","NEUTRAL","","","","True","","5","40953","","","","","","""Every me, get in here!""","","2","","","CFM_668","BATTLECRY","","","","","Doppelgangster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","GANGS","","","<b>Battlecry:</b> Summon 2 copies of this minion.","MINION"
"Raymond Swanland","3","NEUTRAL","","","","True","","5","531","","","","","","The Faceless Ones are servants of Yogg-Saron, and they feed on fear. Right now they are feeding on your fear of accidentally disenchanting all your good cards.","","3","","","EX1_564","BATTLECRY","","","","","Faceless Manipulator","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","0","","","","","","","NEUTRAL","","EPIC","","","","EXPERT1","","Become a copy of a minion.","<b>Battlecry:</b> Choose a minion and become a copy of it.","MINION"
"Rafael Zanchetin","","PRIEST","","","","True","","2","38439","","","","","","For when your Auchenai Soulpriests call in sick.","","","","","OG_104","","","","","","Embrace the Shadow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","EPIC","","","","OG","","","This turn, your healing effects deal damage instead.","SPELL"
"Steve Prescott","0","NEUTRAL","","","","True","","2","1147","","","","","True","Nat Pagle, Azeroth's premier fisherman!  He invented the Auto-Angler 3000, the Extendo-Pole 3000, and the Lure-o-matic 2099 (still in testing).","","4","","","EX1_557","","","","","","Nat Pagle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","EXPERT1","","","At the start of your turn, you have a 50% chance to draw an extra card.","MINION"
"","0","NEUTRAL","","","","","","0","548","","","","","","","","1","","","hexfrog","TAUNT","","","","","Frog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","COMMON","","","","CORE","","","<b>Taunt</b>","MINION"
"","","NEUTRAL","","","","","","","2578","","","","","","","","","","","AT_084e","","","","","","Equipped","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TGT","","","+2 Attack.","ENCHANTMENT"
"","2","NEUTRAL","","","","","","10","38326","","","","","True","","","95","","","TB_CoOp_Mechazod_OLD","TAUNT","","","","","Gearmaster Mechazod","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","TB","","","<b>Boss</b>\nMechazod wins if he defeats either of you!","MINION"
"Raven Mimura","","NEUTRAL","","","","","","","42086","","","","","","","","","","","CFM_611e","","","","","","Demonic Draught","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","+3 Attack.","ENCHANTMENT"
"Tooth","4","WARLOCK","","","","True","","6","2621","","","","","True","He can summon anything, even a FEARSOME DOOMGUARD*.\n*He's pretty sure this is going to work out.","","4","","","AT_027","","","","","","Wilfred Fizzlebang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","LEGENDARY","","","","TGT","","","Cards you draw from your Hero Power cost (0).","MINION"
"Trent Kaniuga","3","NEUTRAL","","","","True","","2","38781","","","","","","Sometimes the Old Gods' corruptions gives you power untold, sometimes you get +1 Attack. We can’t all be winners in the Eldritch lottery.","","1","","","OG_247","STEALTH","","","","","Twisted Worgen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","OG","","","<b>Stealth</b>","MINION"
"","","NEUTRAL","","","","","","0","2445","","","","","","","","","","","BRMA05_2H","","","","","","Ignite Mana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nDeal 10 damage to the enemy hero if they have any unspent Mana.","HERO_POWER"
"Tyler Walpole","","NEUTRAL","","","","","","0","39645","","","","","","","","","True","","KARA_09_04","","","","","","Dark Pact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Passive Hero Power</b>\nOnly Icky Imps can damage Illhoof!","HERO_POWER"
"Justin Sweet","","PALADIN","","","","True","","5","435","","","","","","C'mon Molten Giant!!","","","","","EX1_365","","","","","","Holy Wrath","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","PALADIN","","RARE","","","","EXPERT1","","","Draw a card and deal damage equal to its Cost.","SPELL"
"","1","NEUTRAL","","","","","","1","45423","","","","","True","","","1","","","CRED_69","","","","","","Chris Belcher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Immune</b> to everything.","MINION"
"Peter Stapleton","6","WARRIOR","","","","","","5","41889","","","","","","","","9","","","UNG_957t1","TAUNT","","","","","Direhorn Matriarch","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","BEAST","","","","","UNGORO","","","<b>Taunt</b>","MINION"
"","","NEUTRAL","","","","","","","2735","","","","","","","","","","","AT_119e","","","","","","Inspired","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TGT","","","Increased stats.","ENCHANTMENT"
"","2","NEUTRAL","","","","","","1","1643","","","","","","","","1","","","TU4e_002t","","","","","","Flame of Azzinoth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","MISSIONS","","","","MINION"
"Slawomir Maniak","","WARRIOR","","","","True","","0","22","","","","","","They're only smiling on the outside.","","","","","EX1_607","","","","","","Inner Rage","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","WARRIOR","","COMMON","","","","EXPERT1","","","Deal $1 damage to a minion and give it +2 Attack.","SPELL"
"","","DRUID","","","","","","0","1161","","","","","","","","","","","NEW1_007a","","","","","","Starfall","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","EXPERT1","","","Deal $2 damage to all enemy minions.","SPELL"
"Hideaki Takamura","3","NEUTRAL","","","","True","","3","41257","","","","","","What? THUNDER LIZARD is adapting!","","3","","","UNG_082","BATTLECRY","","","","","Thunder Lizard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","COMMON","ADAPT","","","UNGORO","","","<b>Battlecry</b>: If you played an Elemental last turn, <b>Adapt</b>.","MINION"
"Tom Fleming","2","NEUTRAL","","","","True","","2","801","","","","","","""You'll <i>love</i> my new recipe!"" he says... especially if you're not happy with your current number of limbs.","","2","","","EX1_059","BATTLECRY","","","","","Crazed Alchemist","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","","","","","","","NEUTRAL","","RARE","","","","EXPERT1","","Swap Attack and Health of a minion.","<b>Battlecry:</b> Swap the Attack and Health of a minion.","MINION"
"","","NEUTRAL","","","","","","","43033","","","","","","","","1","","","TB_SPT_MTH_Boss3","","","","","","Party Capital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","","HERO"
"","","HUNTER","","","","","","","668","","","","","","","","","","","EX1_549o","TAG_ONE_TURN_EFFECT","","","","","Bestial Wrath","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","","","","","EXPERT1","","","+2 Attack and <b>Immune</b> this turn.","ENCHANTMENT"
"","","NEUTRAL","","","","","","","1717","","","","","","","","","","","NEW1_029t","","","","","","Kill Millhouse!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","EXPERT1","","","Spells cost (0) this turn!","ENCHANTMENT"
"Matt Gaser","2","SHAMAN","","","","True","","3","774","","","","","","Unlike bound elementals, Unbound ones really enjoy a night on the town.","","4","","","EX1_258","","","","","","Unbound Elemental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","ELEMENTAL","COMMON","","","","EXPERT1","","","Whenever you play a card with <b>Overload</b>, gain +1/+1.","MINION"
